CO2 Captured,CO2 Stored,Energy Consumption,Water Usage,Land Area Used (hectares),Investments,Compliance Score,Sensor,Standard Emission Output,Current Emission Reduction
0.008820194529917813,0.007452228107296817,0.023145615686474316,0.044274192768686056,0.0017310659881987819,3.131410554018535,0.001060227449340304,2,0.009702213982909595,0.0008820194529917825
0.008392503397674523,0.00703024765454458,0.022627427302937313,0.04698296971517661,0.001789302378559728,2.960932905267672,0.0010782938042818745,2,0.009231753737441976,0.0008392503397674535
0.008578332886160379,0.007372148546041013,0.021784005087363712,0.044376341302821094,0.001797047672266982,2.9682851399921377,0.0010818851678655048,2,0.009436166174776417,0.0008578332886160379
0.008607097832195373,0.0071047408059329445,0.021608540505257196,0.04387599442824261,0.001830044853118025,3.17575086724743,0.0010571025891841681,2,0.00946780761541491,0.0008607097832195373
0.008254387905176307,0.007042874142715127,0.022538745495527448,0.0445659320922462,0.001760650578572419,2.953689353631827,0.0010575270477568538,2,0.009079826695693939,0.0008254387905176318
0.0085166650372803,0.007464977580231323,0.023048188767488643,0.044232398956707934,0.0017530828866633395,3.0145454304093326,0.0010344436218846554,2,0.00936833154100833,0.0008516665037280307
0.00834866577352094,0.007233439178133593,0.023028485181712566,0.04373572344176024,0.0018878262936204084,3.138081523736253,0.0010160751868689413,2,0.009183532350873035,0.000834866577352095
0.008361856905721974,0.006814394773404653,0.022364020021996594,0.04549572889781227,0.0018629594735906448,3.220517254770424,0.0010120342355155387,2,0.009198042596294172,0.0008361856905721981
0.008123104323993857,0.007243079749628458,0.021312454218245975,0.04385671435174898,0.0018972280733256797,3.05099513246654,0.0010787339720236366,2,0.008935414756393244,0.0008123104323993872
0.008489213650728394,0.007242879682575184,0.022713227553876898,0.04644787700214191,0.0018281229633677755,3.0437702104289706,0.0010085820681781973,2,0.009338135015801234,0.0008489213650728408
0.008401651615845562,0.006982159235978302,0.021629024893447295,0.047305588322936076,0.0017529273918274592,3.206814228919441,0.0010326139819435659,2,0.009241816777430118,0.0008401651615845569
0.008146742933876504,0.007414014113165017,0.021460564036052617,0.044323850199886654,0.001759076096895197,3.113570352949492,0.001051443953357516,2,0.008961417227264155,0.0008146742933876506
0.008607615041210418,0.007178099175619623,0.022528412625647105,0.046820370468150393,0.0017451890487265895,3.1626544712333677,0.001086473940556638,2,0.009468376545331461,0.0008607615041210433
0.00814969339793806,0.006893224365761498,0.023392848897870785,0.04749554595485081,0.0018336745368962779,3.2220230172543864,0.0010529530187906237,2,0.008964662737731867,0.0008149693397938064
0.008900837523350854,0.007086570949029669,0.021457108005371373,0.0476314342213312,0.0018859526522118592,2.9477741990208717,0.001033082641407299,2,0.00979092127568594,0.0008900837523350864
0.008559423619050679,0.0069936997054912955,0.02192798374096611,0.04474158464668185,0.0018645320655278652,3.097516189660397,0.001086379662366878,2,0.009415365980955747,0.0008559423619050686
