CO2 Captured,CO2 Stored,Energy Consumption,Water Usage,Land Area Used (hectares),Investments,Compliance Score,Sensor,Standard Emission Output,Current Emission Reduction
0.008577536385743855,0.007138181780559136,0.022797065256910165,0.04739166409245468,0.0017733041129796416,3.1300471886364796,0.0010656165499877445,3,0.009435290024318243,0.0008577536385743871
0.009097697979087634,0.006982515501720638,0.02281517877534158,0.048002491696425495,0.001929598345386587,3.23248953671574,0.0010279080740092854,3,0.010007467776996399,0.0009097697979087646
0.00811384158298664,0.007238497680291099,0.022363536414541207,0.04840478850010009,0.0017219361443799206,2.9518688123520413,0.0010611541392187786,3,0.008925225741285304,0.0008113841582986642
0.008143279151930515,0.007081478431289782,0.023096206712595,0.046839360550748665,0.001708214723439923,2.8854039932076674,0.0010147093160531775,3,0.008957607067123566,0.0008143279151930517
0.008448813849441768,0.007144673233208046,0.02225791930016685,0.048308505453172244,0.0017013840055446108,3.0966447887634647,0.0010651414191768607,3,0.009293695234385946,0.0008448813849441777
0.008663721649839284,0.007020019976844287,0.022664619913164083,0.04666179617413917,0.0017022712220919904,3.296402237106719,0.00103019172127245,3,0.009530093814823214,0.00086637216498393
0.008942702162269545,0.0066481244994527604,0.02285126081643626,0.0475523459072496,0.0017274081139914239,3.191906954168511,0.0009977444890862622,3,0.009836972378496501,0.0008942702162269556
0.0081784032013628,0.007533548382089919,0.023106764798644833,0.043757152870427765,0.0019185913228530473,3.2067238586450375,0.0010828038322532121,3,0.008996243521499081,0.0008178403201362806
0.009037689076719074,0.007352264926330922,0.022059104423758937,0.0435158551798058,0.0017428846237744443,3.0826938844904186,0.0009850190220359297,3,0.009941457984390981,0.0009037689076719074
0.008897950835774873,0.007162641987561208,0.023355384887866308,0.045391590941855416,0.0018208484832516383,2.9185069764942178,0.0010955780678302428,3,0.00978774591935236,0.0008897950835774875
0.008450931998010112,0.0074126049194632795,0.02213247927198197,0.046440205482024384,0.001856443075547923,3.1530483053220557,0.000975005471844527,3,0.009296025197811125,0.0008450931998010124
0.008511080404499506,0.006939160418154552,0.021938103464759176,0.046061490936618946,0.0017853143410247552,3.1586526398736647,0.001040201543741258,3,0.009362188444949458,0.0008511080404499521
0.008441633733626963,0.007304478688097405,0.0229138703611495,0.044504997823638294,0.0018343008750180455,2.871582973912795,0.001063164911990556,3,0.00928579710698966,0.0008441633733626969
0.008767978947208682,0.0070725564924777155,0.023511630150275884,0.044555889319633266,0.0017504911190089672,3.208762183496915,0.0010382464001270498,3,0.009644776841929551,0.0008767978947208689
0.00908560203471044,0.006851927300377748,0.02363783913267295,0.043681849413745755,0.0018089766972523116,3.0608526433046435,0.0010695649566248495,3,0.009994162238181484,0.0009085602034710448
0.008806445291507316,0.007131553106599905,0.022567640433007557,0.045027784383251286,0.0017907226502108574,3.046694600150597,0.0010476682026806842,3,0.009687089820658048,0.0008806445291507318
