CO2 Captured,CO2 Stored,Energy Consumption,Water Usage,Land Area Used (hectares),Investments,Compliance Score,Sensor,Standard Emission Output,Current Emission Reduction
0.008171108867546751,0.006845050846040526,0.023161422788690468,0.044695260869148795,0.001896770110327629,2.9282495834267004,0.0010642820396128039,4,0.008988219754301427,0.000817110886754676
0.008528221237775793,0.006764509731298728,0.02294653199704172,0.047411451807067295,0.001899684867199534,3.262154452055592,0.0010432798366035952,4,0.009381043361553373,0.0008528221237775798
0.008017037114709434,0.007333374539782598,0.021692945140161853,0.045097093083912104,0.0018091938330495245,2.9989623866375146,0.0010881809057810392,4,0.008818740826180378,0.0008017037114709438
0.008111815751029629,0.0071734449939647995,0.02172549431130792,0.045685763208165316,0.001731092331065038,3.05703194203243,0.0009802489188484365,4,0.008922997326132592,0.0008111815751029629
0.008567838688816418,0.007334383577533772,0.02284870219935832,0.04448721241095085,0.0018408839847939122,3.070058456698441,0.0010614240117875922,4,0.00942462255769806,0.0008567838688816418
0.00845256859152466,0.006965253861409176,0.022020738432351257,0.04555750727978659,0.001733975996976156,3.0568446211368956,0.001061708053019283,4,0.009297825450677127,0.000845256859152467
0.008420543572015491,0.007547716589760605,0.023343710935316807,0.0455071703441376,0.0018938511801831856,3.0921625315204637,0.0011040131631425481,4,0.009262597929217041,0.0008420543572015497
0.008887910827604338,0.006898025205865935,0.021245616521920495,0.04442681591788785,0.0018995579998935213,3.0158357232619775,0.0010960583541014925,4,0.009776701910364772,0.0008887910827604338
0.008727117470549163,0.007019067015988242,0.022120906787317467,0.046729340491232514,0.001874391440461423,3.123503005545969,0.0010182426752753887,4,0.009599829217604081,0.0008727117470549179
0.008786263119588748,0.0073218745135954725,0.023044332377285735,0.04393602581845795,0.001777557113848285,2.9005453718794074,0.0010389905926565242,4,0.009664889431547623,0.0008786263119588758
0.008326436189851447,0.007230317016017898,0.021155638178824605,0.04549995109656735,0.0018594607809281258,3.08091662065307,0.0010651765194838075,4,0.009159079808836592,0.0008326436189851454
