CO2 Captured,CO2 Stored,Energy Consumption,Water Usage,Land Area Used (hectares),Investments,Compliance Score,Sensor,Standard Emission Output,Current Emission Reduction
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
0.0085185185185185,0.0071296296296296,0.0222800925925925,0.0454282407407407,0.0018171296296296,3.0810185185185186,0.0010416666666666,1,0.0093703703703703,0.0008518518518518
